Record_ID,Date,Day_Name,City,Area_Type,Citizen_ID,Age_Group,Work_Mode,Temperature_C,Rainfall_mm,AQI,Traffic_Level,Average_Traffic_Speed_kmh,Primary_Transport,Public_Transport_Usage_Minutes,Electricity_Consumption_kWh,Water_Consumption_Liters,Internet_Usage_GB,Online_Food_Orders,Daily_Spending_INR,Hospital_Visits,Emergency_Complaints,Work_Hours,Outdoor_Activity_Hours,Happiness_Score,Service_Satisfaction,Weekend,Month,Year,Day,Month_Name,Quarter
REC037772,2024-11-25,Monday,Delhi,Residential,CIT385671,25-34,Office,21.3,2.3,184.0,Severe,13.3,Metro,67,15.48,217,4.55,1,965.44,0,0,8.8,1.7,6.2,6.2,No,11,2024,25,November,4
REC037773,2024-11-09,Saturday,Jaipur,Residential,CIT760088,25-34,Work From Home,20.9,0.9,143.0,Low,36.6,Walking/Cycling,0,9.35,149,0.82,1,862.54,0,1,6.8,2.1,8.7,9.0,Yes,11,2024,9,November,4
REC037774,2024-04-03,Wednesday,Chennai,Residential,CIT468336,25-34,Work From Home,31.4,1.9,100.0,Low,51.6,Cab,0,11.1,240,3.51,1,864.42,0,0,7.4,2.7,7.7,7.9,No,4,2024,3,April,2
REC037775,2023-06-24,Saturday,Bengaluru,Residential,CIT257050,35-44,Student,28.9,0.5,37.0,Low,48.9,Private Vehicle,0,10.25,146,6.48,2,1475.48,0,0,6.9,1.5,8.8,10.0,Yes,6,2023,24,June,2
REC037776,2023-04-22,Saturday,Pune,Commercial,CIT193133,35-44,Work From Home,22.0,0.9,135.0,Medium,30.8,Walking/Cycling,0,15.71,130,4.31,0,1249.98,0,0,9.9,2.6,7.6,8.7,Yes,4,2023,22,April,2
REC037777,2023-04-06,Thursday,Hyderabad,Residential,CIT174817,18-24,Hybrid,30.5,2.3,114.0,High,16.8,Cab,0,12.25,147,5.52,0,944.89,0,0,6.9,3.0,7.3,6.9,No,4,2023,6,April,2
REC037778,2023-01-01,Sunday,Hyderabad,Commercial,CIT166327,25-34,Hybrid,15.2,1.0,107.0,High,13.1,Walking/Cycling,0,10.8,161,5.2,0,1879.93,0,0,6.9,3.0,8.4,9.5,Yes,1,2023,1,January,1
REC037779,2025-03-02,Sunday,Pune,Residential,CIT341722,25-34,Other,22.2,0.5,110.0,Medium,26.7,Private Vehicle,0,5.79,98,5.83,1,427.01,0,0,5.3,2.2,7.2,7.2,Yes,3,2025,2,March,1
REC037780,2023-01-25,Wednesday,Delhi,Residential,CIT984934,45-54,Work From Home,23.1,1.0,176.0,Low,50.7,Walking/Cycling,0,9.27,161,4.02,0,1472.14,0,0,9.4,2.2,6.9,6.4,No,1,2023,25,January,1
REC037781,2025-04-14,Monday,Pune,Industrial,CIT470867,55+,Hybrid,26.9,0.3,105.0,Low,52.7,Metro,28,1.9,200,3.65,1,1232.42,0,0,9.0,0.2,6.6,5.6,No,4,2025,14,April,2
REC037782,2023-04-26,Wednesday,Mumbai,Commercial,CIT773644,25-34,Student,29.7,4.0,68.0,Medium,34.3,Auto,0,7.68,155,6.08,1,328.82,0,0,6.3,1.5,7.0,7.1,No,4,2023,26,April,2
REC037783,2024-01-24,Wednesday,Kolkata,Residential,CIT332602,25-34,Other,19.7,4.6,83.0,Severe,10.8,Metro,84,7.54,136,0.1,1,1176.82,0,0,7.1,2.3,5.4,6.7,No,1,2024,24,January,1
REC037784,2025-01-19,Sunday,Kolkata,Mixed Use,CIT647940,25-34,Other,26.9,4.1,102.0,High,24.2,Bus,56,5.42,126,1.37,0,1375.08,0,0,7.5,0.6,8.0,6.5,Yes,1,2025,19,January,1
REC037785,2023-02-18,Saturday,Pune,Residential,CIT806409,45-54,Hybrid,27.2,0.4,88.0,Medium,36.3,Bus,65,9.03,172,3.1,2,1726.01,0,0,6.4,2.3,7.2,8.4,Yes,2,2023,18,February,1
REC037786,2024-12-19,Thursday,Kolkata,Residential,CIT233313,35-44,Other,25.3,0.9,109.0,Severe,6.2,Cab,0,11.3,83,3.84,1,1213.61,0,0,2.1,3.7,9.3,7.9,No,12,2024,19,December,4
REC037787,2023-11-05,Sunday,Chennai,Mixed Use,CIT400347,35-44,Office,25.8,0.6,114.0,Medium,37.0,Auto,0,14.88,150,5.52,2,1296.96,0,0,8.7,0.0,6.4,5.7,Yes,11,2023,5,November,4
REC037788,2025-01-06,Monday,Kolkata,Mixed Use,CIT107202,35-44,Work From Home,21.3,2.4,155.0,Low,44.9,Cab,0,7.21,172,0.1,0,695.61,0,0,6.5,4.5,9.1,8.0,No,1,2025,6,January,1
REC037789,2025-06-24,Tuesday,Chennai,Mixed Use,CIT340423,55+,Student,35.4,2.8,81.0,Severe,13.9,Bus,32,7.71,167,5.2,0,677.59,0,0,3.2,0.9,7.1,7.5,No,6,2025,24,June,2
REC037790,2025-06-07,Saturday,Jaipur,Residential,CIT686786,45-54,Hybrid,32.9,8.5,207.0,Medium,30.7,Cab,0,10.67,203,1.63,0,1488.69,0,0,5.2,0.7,7.4,8.3,Yes,6,2025,7,June,2
REC037791,2025-09-10,Wednesday,Chennai,Commercial,CIT213953,25-34,Student,24.1,15.3,115.0,Medium,37.4,Bus,82,9.15,101,4.39,1,1380.85,0,0,4.9,1.3,8.8,10.0,No,9,2025,10,September,3
REC037792,2023-06-15,Thursday,Mumbai,Mixed Use,CIT942000,18-24,Office,36.6,33.1,59.0,Medium,34.9,Bus,36,15.12,97,1.49,0,846.24,0,0,9.4,0.2,8.2,8.9,No,6,2023,15,June,2
REC037793,2023-05-13,Saturday,Bengaluru,Commercial,CIT868801,18-24,Office,34.5,0.4,91.0,High,15.9,Metro,59,9.58,75,4.57,1,330.44,0,0,9.6,3.8,9.9,10.0,Yes,5,2023,13,May,2
REC037794,2024-01-19,Friday,Kolkata,Commercial,CIT860280,25-34,Other,22.3,3.6,156.0,Severe,7.1,Metro,40,12.68,109,1.94,1,1985.86,0,0,1.6,1.7,8.5,9.9,No,1,2024,19,January,1
REC037795,2024-08-17,Saturday,Mumbai,Residential,CIT497971,55+,Office,33.6,0.9,108.0,Medium,36.7,Walking/Cycling,0,17.79,228,0.56,0,890.47,0,0,9.9,1.9,8.8,7.0,Yes,8,2024,17,August,3
REC037796,2023-12-31,Sunday,Hyderabad,Residential,CIT858218,25-34,Work From Home,24.2,2.0,115.0,Low,48.2,Cab,0,10.26,51,3.53,2,1315.56,0,0,7.7,3.4,8.8,8.2,Yes,12,2023,31,December,4
REC037797,2025-12-10,Wednesday,Kolkata,Residential,CIT203891,18-24,Work From Home,20.5,0.5,160.0,High,24.5,Metro,79,12.38,125,7.98,0,757.53,0,0,8.1,0.0,6.4,6.0,No,12,2025,10,December,4
REC037798,2023-03-11,Saturday,Jaipur,Mixed Use,CIT583191,35-44,Student,28.7,3.1,165.0,Low,53.1,Auto,0,8.68,112,3.07,0,255.14,0,0,6.1,3.0,9.5,6.5,Yes,3,2023,11,March,1
REC037799,2025-02-21,Friday,Jaipur,Residential,CIT213197,25-34,Other,27.0,1.2,176.0,Low,43.5,Private Vehicle,0,9.81,173,2.27,0,881.76,0,0,4.4,2.1,8.8,9.8,No,2,2025,21,February,1
REC037800,2024-05-30,Thursday,Pune,Commercial,CIT244623,25-34,Hybrid,27.9,2.5,38.0,Low,37.7,Private Vehicle,0,9.41,112,2.06,1,2132.91,0,0,6.2,2.7,7.7,7.5,No,5,2024,30,May,2
REC037801,2023-03-07,Tuesday,Jaipur,Residential,CIT715739,35-44,Work From Home,30.3,0.2,86.0,Medium,37.9,Metro,103,7.28,89,1.92,0,1571.42,0,2,9.7,1.5,7.9,7.6,No,3,2023,7,March,1
REC037802,2024-03-20,Wednesday,Delhi,Residential,CIT371950,35-44,Office,26.5,2.3,161.0,Low,44.9,Private Vehicle,0,11.38,225,0.27,1,469.96,0,0,9.9,2.0,7.1,8.2,No,3,2024,20,March,1
REC037803,2025-10-17,Friday,Hyderabad,Mixed Use,CIT111877,25-34,Hybrid,20.8,3.9,171.0,High,16.1,Auto,0,12.09,142,4.66,1,1508.63,0,0,6.2,1.3,5.7,4.6,No,10,2025,17,October,4
REC037804,2024-06-14,Friday,Mumbai,Industrial,CIT526646,25-34,Hybrid,32.6,1.2,96.0,High,11.3,Metro,65,13.54,92,4.07,0,1315.15,0,0,7.7,1.1,7.4,9.1,No,6,2024,14,June,2
REC037805,2023-02-03,Friday,Hyderabad,Residential,CIT732615,55+,Office,24.5,1.8,168.0,High,20.0,Private Vehicle,0,8.7,163,3.02,0,1105.07,0,0,7.4,1.0,7.6,7.4,No,2,2023,3,February,1
REC037806,2024-08-15,Thursday,Hyderabad,Industrial,CIT230898,45-54,Hybrid,30.2,11.0,83.0,Low,43.6,Private Vehicle,0,8.86,132,4.63,1,1766.32,0,0,8.6,2.0,9.0,8.0,No,8,2024,15,August,3
REC037807,2025-07-04,Friday,Mumbai,Residential,CIT804283,25-34,Other,30.5,13.0,158.0,High,19.8,Bus,81,8.84,146,3.74,0,223.1,0,0,1.8,4.2,7.7,7.7,No,7,2025,4,July,3
REC037808,2024-05-04,Saturday,Chennai,Residential,CIT129017,25-34,Other,41.3,1.0,109.0,Low,44.2,Walking/Cycling,0,14.95,154,9.22,0,1502.03,0,0,5.7,3.1,8.5,8.4,Yes,5,2024,4,May,2
REC037809,2025-08-11,Monday,Pune,Industrial,CIT403887,25-34,Office,31.3,10.9,44.0,Medium,33.1,Bus,46,15.94,185,0.1,0,748.9,0,0,8.0,0.8,5.9,6.0,No,8,2025,11,August,3
REC037810,2025-08-01,Friday,Mumbai,Mixed Use,CIT736223,18-24,Work From Home,27.6,5.8,77.0,Medium,28.5,Private Vehicle,0,10.62,166,6.71,0,665.55,0,0,8.7,1.9,7.8,8.1,No,8,2025,1,August,3
REC037811,2023-11-11,Saturday,Pune,Industrial,CIT973035,18-24,Work From Home,18.4,0.1,127.0,Medium,28.2,Auto,0,16.11,110,3.39,3,1208.41,0,0,10.0,0.0,8.7,7.2,Yes,11,2023,11,November,4
REC037812,2025-03-31,Monday,Delhi,Residential,CIT232976,18-24,Student,29.2,1.6,130.0,Severe,9.8,Cab,0,7.33,194,2.49,1,1512.13,0,0,3.5,1.6,6.8,6.7,No,3,2025,31,March,1
REC037813,2025-10-09,Thursday,Delhi,Industrial,CIT625953,25-34,Student,24.3,0.1,176.0,High,19.4,Private Vehicle,0,8.81,148,1.43,0,734.52,0,0,4.5,2.1,6.9,7.6,No,10,2025,9,October,4
REC037814,2023-01-08,Sunday,Hyderabad,Commercial,CIT642782,45-54,Other,20.4,1.5,152.0,High,21.5,Cab,0,10.92,136,1.19,0,853.82,0,0,2.7,2.8,7.9,9.3,Yes,1,2023,8,January,1
REC037815,2024-09-16,Monday,Mumbai,Residential,CIT367982,18-24,Work From Home,29.4,0.7,114.0,Medium,32.7,Private Vehicle,0,7.51,120,1.74,0,818.0,0,0,6.7,2.4,7.4,9.5,No,9,2024,16,September,3
REC037816,2025-06-15,Sunday,Delhi,Industrial,CIT778798,35-44,Hybrid,35.9,13.6,32.0,Medium,28.7,Metro,109,8.39,265,4.08,0,1005.105,0,0,8.7,1.3,7.6,7.3,Yes,6,2025,15,June,2
REC037817,2023-08-06,Sunday,Mumbai,Commercial,CIT958553,45-54,Hybrid,33.2,6.5,126.0,High,17.4,Cab,0,13.09,108,4.88,0,591.12,0,0,6.4,2.5,6.1,6.2,Yes,8,2023,6,August,3
REC037818,2023-05-02,Tuesday,Bengaluru,Residential,CIT157223,18-24,Hybrid,28.7,0.1,80.0,Low,49.2,Metro,112,12.48,243,4.89,0,140.12,0,0,6.0,1.7,7.6,6.4,No,5,2023,2,May,2
REC037819,2023-01-01,Sunday,Kolkata,Residential,CIT227551,25-34,Work From Home,23.7,0.3,176.0,Low,43.2,Cab,0,8.38,162,1.66,0,738.63,0,0,6.7,1.2,9.0,9.4,Yes,1,2023,1,January,1
REC037820,2025-10-01,Wednesday,Mumbai,Commercial,CIT230457,55+,Office,25.6,2.3,97.0,High,11.9,Cab,0,7.88,136,3.21,0,667.26,0,0,9.0,3.2,7.3,6.2,No,10,2025,1,October,4
REC037821,2023-12-25,Monday,Bengaluru,Commercial,CIT824376,55+,Other,17.8,1.1,64.0,Severe,9.9,Private Vehicle,0,7.65,98,3.74,0,462.22,0,0,0.2,1.9,7.5,8.7,No,12,2023,25,December,4
REC037822,2023-02-15,Wednesday,Hyderabad,Residential,CIT516400,45-54,Student,19.4,0.1,85.0,High,14.3,Metro,86,11.48,167,0.89,0,1095.61,0,0,3.1,1.8,7.9,8.5,No,2,2023,15,February,1
REC037823,2025-09-18,Thursday,Pune,Industrial,CIT644540,18-24,Student,25.2,18.1,25.0,High,10.6,Private Vehicle,0,12.51,122,2.36,0,1202.01,0,0,4.7,2.4,6.9,7.2,No,9,2025,18,September,3
REC037824,2023-08-09,Wednesday,Hyderabad,Residential,CIT654108,25-34,Student,34.1,0.7,85.0,Medium,37.8,Cab,0,10.93,174,3.16,0,1501.54,0,0,4.5,2.0,8.4,9.0,No,8,2023,9,August,3
REC037825,2023-09-04,Monday,Hyderabad,Residential,CIT985660,45-54,Office,28.1,12.0,131.0,High,11.6,Auto,0,3.29,20,2.22,0,523.13,0,0,8.7,2.0,6.1,5.0,No,9,2023,4,September,3
REC037826,2023-08-31,Thursday,Pune,Mixed Use,CIT833464,35-44,Student,23.8,2.4,131.0,High,14.4,Walking/Cycling,0,7.73,115,5.67,1,908.58,0,0,6.4,1.9,6.9,7.0,No,8,2023,31,August,3
REC037827,2024-12-29,Sunday,Chennai,Residential,CIT774017,18-24,Office,27.8,0.2,154.0,Medium,29.4,Metro,79,5.75,208,2.7,0,672.09,0,0,8.3,4.4,8.9,7.8,Yes,12,2024,29,December,4
REC037828,2025-06-19,Thursday,Pune,Residential,CIT621661,25-34,Hybrid,28.6,11.0,69.0,Medium,29.5,Metro,57,11.92,62,4.9,1,2411.02,0,0,7.1,4.0,8.6,8.7,No,6,2025,19,June,2
REC037829,2023-10-22,Sunday,Delhi,Commercial,CIT592720,35-44,Work From Home,21.0,0.8,181.0,High,18.6,Cab,0,7.05,151,4.42,0,871.6,0,0,8.9,1.3,7.1,9.8,Yes,10,2023,22,October,4
REC037830,2023-04-12,Wednesday,Jaipur,Industrial,CIT841522,25-34,Hybrid,31.4,0.3,97.0,Low,44.7,Metro,81,13.48,118,3.22,2,1836.77,0,0,7.3,2.7,7.0,7.3,No,4,2023,12,April,2
REC037831,2025-03-05,Wednesday,Pune,Residential,CIT535082,18-24,Work From Home,23.6,2.1,57.0,Medium,35.7,Metro,26,10.65,224,4.8,0,1583.31,0,0,7.7,2.7,7.1,7.0,No,3,2025,5,March,1
REC037832,2025-03-11,Tuesday,Mumbai,Commercial,CIT201194,25-34,Student,25.1,1.5,43.0,Severe,13.3,Auto,0,9.45,123,4.34,1,1522.12,0,0,3.2,1.6,7.9,5.2,No,3,2025,11,March,1
REC037833,2024-08-02,Friday,Kolkata,Residential,CIT411724,35-44,Office,29.1,10.2,109.0,Severe,7.2,Auto,0,9.23,148,4.84,1,1223.3,0,0,10.5,1.1,7.9,9.8,No,8,2024,2,August,3
REC037834,2025-10-29,Wednesday,Bengaluru,Commercial,CIT788000,45-54,Student,24.0,0.5,171.0,Low,37.3,Auto,0,12.85,147,5.5,0,2079.33,0,0,6.3,1.6,8.8,10.0,No,10,2025,29,October,4
REC037835,2024-08-30,Friday,Delhi,Commercial,CIT342514,45-54,Hybrid,27.9,1.8,181.0,High,23.2,Walking/Cycling,0,11.04,168,3.94,0,687.21,0,0,5.9,0.1,6.9,5.2,No,8,2024,30,August,3
REC037836,2024-07-20,Saturday,Chennai,Industrial,CIT365201,25-34,Work From Home,33.6,5.3,105.0,Medium,35.7,Private Vehicle,0,5.53,146,3.97,0,1518.44,0,0,8.0,3.2,9.8,8.2,Yes,7,2024,20,July,3
REC037837,2023-05-31,Wednesday,Chennai,Residential,CIT104566,18-24,Work From Home,38.8,1.2,23.0,Severe,7.2,Bus,50,12.31,195,3.17,0,1022.08,0,0,9.5,2.6,7.8,8.7,No,5,2023,31,May,2
REC037838,2025-04-03,Thursday,Mumbai,Residential,CIT245893,18-24,Work From Home,31.6,1.6,195.0,Severe,9.5,Cab,0,5.91,128,0.66,0,1569.02,0,0,7.3,2.8,6.5,5.7,No,4,2025,3,April,2
REC037839,2025-05-29,Thursday,Kolkata,Residential,CIT464395,35-44,Other,30.6,0.8,190.0,Low,54.8,Cab,0,9.71,120,0.23,1,1872.4,0,0,3.1,2.2,9.4,10.0,No,5,2025,29,May,2
REC037840,2023-09-27,Wednesday,Delhi,Residential,CIT475642,18-24,Hybrid,26.2,0.5,146.0,High,22.1,Cab,0,13.94,153,2.69,0,1309.06,0,0,5.9,1.7,6.4,8.2,No,9,2023,27,September,3
REC037841,2024-04-08,Monday,Bengaluru,Residential,CIT846771,35-44,Student,28.7,3.2,94.0,Medium,35.4,Bus,83,7.87,104,1.57,0,81.84,0,0,4.6,4.1,8.6,8.5,No,4,2024,8,April,2
REC037842,2023-08-01,Tuesday,Jaipur,Mixed Use,CIT514347,18-24,Hybrid,32.4,9.0,109.0,Medium,24.4,Private Vehicle,0,10.06,127,2.8,1,1087.32,0,0,8.4,2.6,7.7,7.2,No,8,2023,1,August,3
REC037843,2025-03-27,Thursday,Kolkata,Residential,CIT644024,45-54,Other,26.2,1.2,140.0,High,10.0,Private Vehicle,0,8.85,75,4.03,0,882.46,0,0,4.7,0.6,5.1,3.3,No,3,2025,27,March,1
REC037844,2023-04-02,Sunday,Kolkata,Residential,CIT952981,18-24,Hybrid,24.7,3.9,159.0,Low,36.2,Auto,0,7.36,128,3.75,1,436.17,0,0,7.3,2.1,7.9,8.7,Yes,4,2023,2,April,2
REC037845,2025-05-14,Wednesday,Delhi,Residential,CIT957323,25-34,Office,28.2,0.7,197.0,Low,42.0,Auto,0,11.88,132,4.88,2,1895.07,0,0,9.4,1.3,8.4,8.2,No,5,2025,14,May,2
REC037846,2024-02-29,Thursday,Hyderabad,Industrial,CIT406653,18-24,Hybrid,24.7,0.2,59.0,High,23.7,Cab,0,9.67,210,6.72,0,1318.04,0,1,6.0,1.3,7.2,7.5,No,2,2024,29,February,1
REC037847,2024-05-15,Wednesday,Kolkata,Residential,CIT945902,18-24,Other,34.1,3.0,177.0,Severe,8.3,Bus,108,6.89,159,4.54,2,490.44,0,0,1.6,2.6,6.7,7.2,No,5,2024,15,May,2
REC037848,2024-06-04,Tuesday,Hyderabad,Commercial,CIT189133,35-44,Office,36.7,12.5,61.0,Medium,33.7,Bus,73,10.29,91,7.74,0,1702.48,0,0,9.4,1.5,7.3,9.5,No,6,2024,4,June,2
REC037849,2025-03-03,Monday,Delhi,Residential,CIT727742,18-24,Office,29.3,0.7,159.0,Medium,23.3,Bus,97,13.23,117,6.35,0,772.4,0,0,10.5,0.6,7.3,7.9,No,3,2025,3,March,1
REC037850,2023-10-28,Saturday,Bengaluru,Residential,CIT341985,25-34,Work From Home,16.9,1.6,60.0,Low,50.4,Auto,0,7.03,215,5.81,0,1148.76,0,0,7.9,4.6,8.7,9.0,Yes,10,2023,28,October,4
REC037851,2024-07-20,Saturday,Mumbai,Mixed Use,CIT454259,18-24,Hybrid,36.6,2.0,60.0,Low,48.9,Metro,107,17.42,82,2.41,2,1094.47,0,0,5.6,2.3,9.0,10.0,Yes,7,2024,20,July,3
REC037852,2023-03-25,Saturday,Mumbai,Mixed Use,CIT461535,55+,Work From Home,23.6,1.1,145.0,High,20.6,Metro,82,7.38,187,4.88,0,770.67,0,0,8.1,1.4,5.8,6.9,Yes,3,2023,25,March,1
REC037853,2025-02-13,Thursday,Delhi,Commercial,CIT520700,35-44,Other,15.8,0.9,188.0,Medium,36.0,Walking/Cycling,0,12.57,202,5.46,1,1344.42,0,0,2.9,0.3,7.4,6.6,No,2,2025,13,February,1
REC037854,2025-03-03,Monday,Mumbai,Residential,CIT904041,45-54,Hybrid,34.5,0.2,123.0,High,23.1,Walking/Cycling,0,9.16,190,2.08,2,1592.17,0,0,6.0,4.2,7.8,8.6,No,3,2025,3,March,1
REC037855,2023-09-16,Saturday,Pune,Commercial,CIT927073,35-44,Office,29.1,3.9,50.0,Medium,24.8,Bus,59,12.68,88,3.76,0,293.86,0,0,10.1,2.2,8.5,8.6,Yes,9,2023,16,September,3
REC037856,2024-01-29,Monday,Chennai,Commercial,CIT352148,55+,Student,31.0,0.9,87.0,Medium,31.2,Private Vehicle,0,10.05,173,4.02,0,1300.24,0,0,3.5,1.7,6.5,3.9,No,1,2024,29,January,1
REC037857,2023-10-07,Saturday,Jaipur,Commercial,CIT606144,25-34,Student,26.1,0.7,194.0,Medium,34.0,Bus,21,4.74,221,2.59,0,563.76,0,0,5.7,1.7,7.8,7.8,Yes,10,2023,7,October,4
REC037858,2023-05-01,Monday,Jaipur,Industrial,CIT680497,18-24,Student,33.5,1.0,184.0,High,13.3,Private Vehicle,0,17.32,59,0.33,0,731.03,0,0,6.9,0.3,6.8,9.2,No,5,2023,1,May,2
REC037859,2025-01-23,Thursday,Mumbai,Industrial,CIT100206,25-34,Student,24.1,1.7,111.0,Medium,27.5,Private Vehicle,0,6.23,195,4.24,1,839.99,0,0,5.7,2.0,6.5,8.0,No,1,2025,23,January,1
REC037860,2025-01-22,Wednesday,Hyderabad,Residential,CIT399956,18-24,Student,22.8,0.5,54.0,Severe,8.5,Bus,91,8.22,67,5.2,2,1052.84,0,0,4.6,1.0,6.7,7.4,No,1,2025,22,January,1
REC037861,2025-11-03,Monday,Kolkata,Mixed Use,CIT834949,18-24,Student,19.4,0.2,177.0,Medium,34.1,Bus,102,9.05,118,6.3,1,1404.14,0,1,5.6,0.0,8.0,8.9,No,11,2025,3,November,4
REC037862,2024-02-21,Wednesday,Kolkata,Mixed Use,CIT700106,35-44,Office,21.1,0.7,190.0,High,13.9,Cab,0,6.5,138,1.77,0,1081.32,0,0,7.0,1.7,6.8,6.3,No,2,2024,21,February,1
REC037863,2023-12-05,Tuesday,Jaipur,Commercial,CIT265060,45-54,Work From Home,23.3,4.1,136.0,High,15.8,Bus,91,8.72,145,2.46,1,1636.56,0,0,8.4,0.8,8.3,9.8,No,12,2023,5,December,4
REC037864,2025-12-07,Sunday,Bengaluru,Residential,CIT445361,35-44,Student,20.2,0.1,122.0,Medium,25.5,Bus,82,13.09,107,2.73,2,1702.16,0,0,5.1,1.9,8.0,7.4,Yes,12,2025,7,December,4
REC037865,2024-07-14,Sunday,Chennai,Residential,CIT110515,35-44,Office,34.5,12.1,68.0,Low,51.6,Cab,0,15.37,210,4.02,0,698.64,0,0,10.2,1.6,10.0,10.0,Yes,7,2024,14,July,3
REC037866,2024-08-24,Saturday,Chennai,Residential,CIT133235,18-24,Hybrid,34.0,8.2,195.0,Medium,25.8,Private Vehicle,0,8.2,155,6.88,1,2159.94,0,0,8.6,2.9,9.6,9.7,Yes,8,2024,24,August,3
REC037867,2025-10-15,Wednesday,Delhi,Mixed Use,CIT360192,25-34,Other,26.9,1.3,189.0,Medium,30.1,Metro,44,7.23,90,6.33,0,549.25,0,0,0.5,3.9,9.8,8.7,No,10,2025,15,October,4
REC037868,2024-10-28,Monday,Mumbai,Mixed Use,CIT997401,55+,Work From Home,25.8,0.9,129.0,Medium,38.0,Private Vehicle,0,8.1,88,8.05,1,424.93,0,0,9.4,3.5,9.5,9.2,No,10,2024,28,October,4
REC037869,2024-12-29,Sunday,Chennai,Commercial,CIT518027,18-24,Hybrid,25.7,0.8,119.0,Medium,24.4,Bus,40,8.01,135,3.79,0,50.0,0,0,8.9,2.9,8.0,8.1,Yes,12,2024,29,December,4
REC037870,2025-07-20,Sunday,Kolkata,Commercial,CIT808497,18-24,Student,32.7,2.8,133.0,Low,54.3,Auto,0,8.94,138,1.55,0,313.77,0,1,5.5,1.5,6.7,6.9,Yes,7,2025,20,July,3
REC037871,2024-12-02,Monday,Hyderabad,Commercial,CIT580638,35-44,Work From Home,17.5,1.6,172.0,Severe,10.8,Bus,90,8.57,161,5.76,0,960.51,0,0,8.8,2.5,6.7,6.8,No,12,2024,2,December,4
REC037872,2025-02-24,Monday,Mumbai,Residential,CIT688732,18-24,Work From Home,20.5,3.9,145.0,Low,47.2,Bus,28,8.13,72,2.76,1,1288.72,0,0,8.7,0.0,7.3,6.7,No,2,2025,24,February,1
REC037873,2023-05-26,Friday,Kolkata,Residential,CIT710123,25-34,Other,28.3,0.3,120.0,High,21.9,Private Vehicle,0,9.31,102,5.66,0,1252.21,0,0,6.8,2.7,6.9,7.1,No,5,2023,26,May,2
REC037874,2023-08-19,Saturday,Chennai,Residential,CIT376253,25-34,Student,31.9,1.5,83.0,Medium,32.8,Bus,64,15.11,139,3.99,0,987.62,0,0,6.9,4.5,9.2,9.1,Yes,8,2023,19,August,3
REC037875,2025-12-10,Wednesday,Mumbai,Residential,CIT695716,25-34,Work From Home,24.1,0.6,120.0,Severe,7.0,Cab,0,8.34,122,2.56,0,1566.77,0,0,7.9,2.5,5.8,5.8,No,12,2025,10,December,4
REC037876,2023-12-22,Friday,Hyderabad,Residential,CIT453672,35-44,Work From Home,17.4,1.3,89.0,High,17.3,Private Vehicle,0,13.11,92,5.03,0,613.08,0,0,7.5,1.3,7.7,7.1,No,12,2023,22,December,4
REC037877,2024-03-21,Thursday,Jaipur,Mixed Use,CIT485089,25-34,Hybrid,27.7,0.8,203.0,High,14.7,Private Vehicle,0,5.44,170,4.26,0,1393.86,0,0,7.5,2.1,7.3,5.8,No,3,2024,21,March,1
REC037878,2024-08-31,Saturday,Mumbai,Residential,CIT529224,25-34,Hybrid,31.7,0.8,100.0,Medium,35.9,Cab,0,10.95,156,5.17,0,1712.38,0,0,8.9,3.2,9.8,9.7,Yes,8,2024,31,August,3
REC037879,2025-07-26,Saturday,Chennai,Commercial,CIT639546,25-34,Work From Home,35.5,5.4,47.0,Low,52.2,Metro,91,15.08,165,5.33,0,909.97,0,0,7.4,1.2,7.6,8.0,Yes,7,2025,26,July,3
REC037880,2024-02-22,Thursday,Pune,Residential,CIT421535,25-34,Student,15.4,0.7,126.0,Medium,29.9,Cab,0,14.52,113,6.37,1,864.14,0,0,6.6,1.5,5.2,7.2,No,2,2024,22,February,1
REC037881,2023-10-18,Wednesday,Jaipur,Residential,CIT236695,25-34,Student,21.4,0.7,104.0,High,19.0,Bus,56,11.35,120,2.96,0,50.0,0,2,5.2,2.2,8.5,8.5,No,10,2023,18,October,4
REC037882,2025-01-12,Sunday,Delhi,Residential,CIT571318,55+,Work From Home,16.5,1.2,129.0,High,11.8,Walking/Cycling,0,3.7,78,1.43,0,524.04,0,0,8.2,0.0,7.0,8.4,Yes,1,2025,12,January,1
REC037883,2024-08-14,Wednesday,Jaipur,Residential,CIT623984,25-34,Other,27.1,8.2,152.0,High,18.5,Private Vehicle,0,10.69,107,3.66,1,1101.48,0,0,5.3,1.8,6.7,6.9,No,8,2024,14,August,3
REC037884,2025-02-20,Thursday,Mumbai,Residential,CIT268806,25-34,Hybrid,27.0,0.3,108.0,Severe,6.0,Private Vehicle,0,11.72,154,3.74,1,1524.37,0,1,7.4,1.7,7.3,6.0,No,2,2025,20,February,1
REC037885,2025-10-22,Wednesday,Pune,Residential,CIT680569,35-44,Hybrid,22.2,0.9,114.0,High,22.1,Cab,0,13.63,154,4.24,0,887.69,0,0,9.0,1.1,6.4,6.3,No,10,2025,22,October,4
REC037886,2024-10-02,Wednesday,Jaipur,Commercial,CIT749200,25-34,Office,24.5,0.2,117.0,Low,52.6,Private Vehicle,0,7.76,206,3.56,0,1050.22,0,1,10.2,1.9,7.6,7.4,No,10,2024,2,October,4
