,Name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
38795,"Sleek Wall St. 1BR w/ Lux gym, Doorman, + Rooftop by Blueground",18338438657,unconfirmed,Blueground,Manhattan,Financial District,40.70513,-74.009,United States,US,False,flexible,Entire home/apt,2016.0,"$1,025 ",$205 ,30.0,0.0,
38796,"Dapper Midtown 1BR w/ Water views, Indoor pool by Blueground",6515151378,unconfirmed,Blueground,Manhattan,Theater District,40.76061,-73.98675,United States,US,True,flexible,Entire home/apt,2020.0,$628 ,$126 ,30.0,0.0,
38797,Dazzling Tribeca 2BR w/ Indoor pool + Great views by Blueground,24573559375,unconfirmed,Blueground,Manhattan,Tribeca,40.71659,-74.00653,United States,US,True,moderate,Entire home/apt,2010.0,$91 ,$18 ,30.0,0.0,
38798,Expansive West Village Studio w/ Doorman + Gym by Blueground,36533131273,verified,Blueground,Manhattan,West Village,40.7296,-74.00246,United States,US,True,flexible,Entire home/apt,2017.0,$834 ,$167 ,30.0,0.0,
38799,Friendly Midtown East Studio w/ Great light + Gym by Blueground,76677325626,unconfirmed,Blueground,Manhattan,Kips Bay,40.745,-73.97942,United States,US,True,flexible,Entire home/apt,2005.0,$729 ,$146 ,30.0,1.0,4/11/2019
38800,"Open + Cozy Chelsea Studio w/ Gym, Lovely Sundeck by Blueground",25212298857,verified,Blueground,Manhattan,Chelsea,40.7407,-73.99478,United States,US,False,strict,Entire home/apt,2010.0,"$1,071 ",$214 ,30.0,0.0,
38801,Charming Central West Village 1BR w/ Doorman + Gym by Blueground,27073931411,unconfirmed,Blueground,Manhattan,West Village,40.73005,-74.00208,United States,US,False,flexible,Entire home/apt,2018.0,$639 ,$128 ,30.0,0.0,
38802,"Cozy + Quaint Chelsea 1BR w/ Doorman, Gym, Balcony by Blueground",39079277234,unconfirmed,Blueground,Manhattan,Chelsea,40.7392,-73.99578,United States,US,True,flexible,Entire home/apt,2013.0,"$1,118 ",$224 ,30.0,0.0,
38803,Snazzy Wall Street Studio w/ Lux gym + Roof deck by Blueground,38463587841,verified,Blueground,Manhattan,Financial District,40.70593,-74.0091,United States,US,False,strict,Entire home/apt,2007.0,$641 ,$128 ,30.0,0.0,
38804,"Gorgeous, Roomy West Village 1BR w/ Doorman by Blueground",93620151266,unconfirmed,Blueground,Manhattan,West Village,40.72946,-74.00318,United States,US,True,moderate,Entire home/apt,2009.0,$192 ,$38 ,30.0,0.0,
38805,"Chic Midtown East 1BR w/ Doorman, Gym + Sundecks by Blueground",3668793468,verified,Blueground,Manhattan,Kips Bay,40.7396,-73.97938,United States,US,False,moderate,Entire home/apt,2010.0,$993 ,$199 ,30.0,0.0,
38806,"Comfy Tribeca Studio w/ Gym, Doorman + Roof deck by Blueground",24614234020,verified,Blueground,Manhattan,Tribeca,40.71409,-74.00977,United States,US,True,strict,Entire home/apt,2003.0,$529 ,$106 ,30.0,0.0,
38807,"Bright + Airy Theater District 1BR w/ Gym, Doorman by Blueground",19824482873,unconfirmed,Blueground,Manhattan,Theater District,40.76103,-73.98666,United States,US,False,moderate,Entire home/apt,2020.0,$673 ,$135 ,30.0,0.0,
38808,"Luxury FiDi Studio w/ Gym, Roof deck + Speakeasy by Blueground",50342244012,verified,Blueground,Manhattan,Financial District,40.70631,-74.00886,United States,US,False,moderate,Entire home/apt,2022.0,$71 ,$14 ,30.0,0.0,
38809,"Dapper Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",21995462214,verified,Blueground,Manhattan,Chelsea,40.73785,-73.99736,United States,US,True,strict,Entire home/apt,2015.0,$390 ,$78 ,30.0,0.0,
38810,Hip + Bright Studio w/ Balcony in Charming Chelsea by Blueground,45748750761,unconfirmed,Blueground,Manhattan,Chelsea,40.73935,-73.99691,United States,US,True,moderate,Entire home/apt,2008.0,$684 ,$137 ,30.0,0.0,
38811,"Chic Central Chelsea 1BR w/ Gym, Balcony, Doorman by Blueground",18032718076,verified,Blueground,Manhattan,Chelsea,40.73939,-73.99747,United States,US,True,flexible,Entire home/apt,2009.0,"$1,086 ",$217 ,30.0,0.0,
38812,"Charming Chelsea 1BR w/ Office nook, near Union Sq by Blueground",90957745380,unconfirmed,Blueground,Manhattan,Chelsea,40.73795,-73.99753,United States,US,True,moderate,Entire home/apt,2019.0,$149 ,$30 ,30.0,0.0,
38813,Opulent FiDi Studio w/ Great Rooftop + Gym by Blueground,61191786739,verified,Blueground,Manhattan,Financial District,40.70571,-74.01509,United States,US,True,flexible,Entire home/apt,2010.0,$415 ,$83 ,30.0,1.0,2/15/2019
38814,Bright 1BR w/ Gym near Chelsea Mkt + Meatpacking by Blueground,23327962266,verified,Blueground,Manhattan,Chelsea,40.74423,-74.0026,United States,US,False,flexible,Entire home/apt,2020.0,$181 ,$36 ,30.0,0.0,
38815,"Ideal Chelsea 1BR w/ Office nook, Balcony, Doorman by Blueground",19832398896,unconfirmed,Blueground,Manhattan,Chelsea,40.73924,-73.99586,United States,US,False,flexible,Entire home/apt,2006.0,$966 ,$193 ,30.0,0.0,
38816,Explore NYC from its best nabe! 1 blck from subway,42698770105,verified,Matt,Queens,Astoria,40.76403,-73.92195,United States,US,True,moderate,Entire home/apt,2013.0,$842 ,$168 ,2.0,1.0,12/10/2018
38817,Naturally Lit/ Cozy & Cute Studio in Flatbush,23053332221,unconfirmed,Taylor,Brooklyn,Flatbush,40.63574,-73.95129,United States,US,False,moderate,Entire home/apt,2014.0,$933 ,$187 ,3.0,7.0,6/11/2019
38818,Gorgeous NYC apt.  near everything! (Women only),97033505399,unconfirmed,Roberta,Manhattan,Midtown,40.74985,-73.98152,United States,US,True,moderate,Private room,2003.0,$587 ,$117 ,2.0,13.0,7/7/2019
38819,1 bed 2 guest luxury Apt in Brooklyn,72190987803,verified,Lizzy,Brooklyn,East Flatbush,40.66051,-73.92964,United States,US,True,flexible,Private room,2007.0,$476 ,$95 ,1.0,0.0,
38820,Private Bed in Brooklyn Him-1R-6,83630173163,unconfirmed,Nina,Brooklyn,Bushwick,40.69997,-73.92054,United States,US,True,moderate,Private room,2008.0,$670 ,$134 ,30.0,0.0,
38821,"Private Bedroom in Prime Bushwick, GREAT Location!",55287033703,unconfirmed,Nina,Brooklyn,Bushwick,40.69972,-73.91874,United States,US,False,moderate,Private room,2009.0,$50 ,$10 ,30.0,2.0,4/30/2019
38822,Bright South Slope Studio,20635504060,unconfirmed,Mary,Brooklyn,Sunset Park,40.66278,-73.99206,United States,US,True,strict,Entire home/apt,2015.0,"$1,015 ",$203 ,2.0,29.0,6/30/2019
38823,Cozy loft bed,3339872735,unconfirmed,Bill,Manhattan,Gramercy,40.73567,-73.98403,United States,US,False,moderate,Shared room,2021.0,$177 ,$35 ,2.0,9.0,7/1/2019
38824,Not available,88148734735,unconfirmed,Richard,Brooklyn,Williamsburg,40.71434,-73.9398,United States,US,False,strict,Private room,2003.0,$653 ,$131 ,1.0,0.0,
38825,A large Sunny Bedroom in Astoria,78934890119,verified,Shampa,Queens,Astoria,40.7686,-73.91354,United States,US,False,flexible,Private room,2014.0,$435 ,$87 ,2.0,4.0,5/13/2019
38826,Fifth Ave/Central Park Studio Apt,2881672355,verified,Svetlana,Manhattan,Midtown,40.76334,-73.97809,United States,US,False,flexible,Entire home/apt,2008.0,$444 ,$89 ,3.0,3.0,6/23/2019
38827,Cozy 1 bedroom in the heart of Hell's Kitchen!,69263781561,verified,Ryan,Manhattan,Hell's Kitchen,40.76007,-73.98965,United States,US,True,moderate,Entire home/apt,2011.0,$551 ,$110 ,2.0,0.0,
38828,Perfect Location in Manhattan,98363505368,verified,Studioplus,Manhattan,Midtown,40.74697,-73.98693,United States,US,False,moderate,Entire home/apt,2011.0,$485 ,$97 ,2.0,11.0,6/17/2019
38829,Next to train-Spacious-Sleeps 2-Flex Chk In Times,66476562582,verified,475,Manhattan,Harlem,40.82391,-73.94699,United States,US,False,strict,Private room,2018.0,$307 ,$61 ,2.0,2.0,4/13/2019
38830,Cozy Studio in Upper East Side,18307234016,verified,Ashley,Manhattan,Upper East Side,40.77225,-73.95326,United States,US,True,strict,Entire home/apt,2010.0,"$1,062 ",$212 ,2.0,16.0,6/16/2019
38831,"East Village Gem for 7, 1 block to train",17067667143,unconfirmed,Ev,Manhattan,Lower East Side,40.72235,-73.98911,United States,US,False,strict,Entire home/apt,2021.0,"$1,048 ",$210 ,1.0,22.0,6/23/2019
38832,Spacious 3 bedroom 2 bathroom Upper West Side home,31946612335,verified,Michele,Manhattan,Upper West Side,40.77853,-73.97609,United States,US,False,moderate,Entire home/apt,2011.0,$776 ,$155 ,7.0,1.0,12/12/2018
38833,Cozy Two Bedroom Apartment in Greenpoint,53159546615,unconfirmed,Andre,Brooklyn,Greenpoint,40.72944,-73.95395,United States,US,True,strict,Entire home/apt,2006.0,$406 ,$81 ,2.0,0.0,
38834,Charming room Newly Renovated Apt30 mins from city,76582289458,verified,Motlaq,Brooklyn,Borough Park,40.62801,-74.00328,United States,US,True,moderate,Private room,2021.0,"$1,056 ",$211 ,1.0,7.0,5/21/2019
38835,"Greenwich Village/ Noho Duplex Flat! Bright, Luxe",65780505531,verified,Ollie,Manhattan,East Village,40.72493,-73.99061,United States,US,True,strict,Entire home/apt,2016.0,$945 ,$189 ,1.0,39.0,6/22/2019
38836,Cozy Exposed Brick Apartment in Brooklyn !,86221408704,verified,Isabella,Brooklyn,Columbia St,40.68491,-74.00183,United States,US,False,flexible,Entire home/apt,2011.0,"$1,167 ",$233 ,1.0,11.0,6/16/2019
38837,Amazing Room Close to Metro,69618095625,verified,Mia,Brooklyn,Bedford-Stuyvesant,40.6887,-73.95572,United States,US,False,strict,Private room,2017.0,$443 ,$89 ,2.0,13.0,6/11/2019
38838,Amazingly located private room with huge space!,11762318362,verified,Kazuya,Queens,Woodside,40.74405,-73.89994,United States,US,True,flexible,Private room,2006.0,$430 ,$86 ,30.0,0.0,
38839,Amazing place Harlem (10 min walk Central Park),5711715789,unconfirmed,Roberto,Manhattan,Harlem,40.80666,-73.95691,United States,US,False,flexible,Private room,2016.0,$713 ,$143 ,6.0,4.0,3/24/2019
38840,Cozy 2 Bed/1 Bath in the heart of Red Hook,68958739218,unconfirmed,Jacob,Brooklyn,Red Hook,40.67846,-74.0141,United States,US,False,flexible,Entire home/apt,2011.0,$890 ,$178 ,4.0,2.0,2/26/2019
38841,Lovely room in convenient location. J/M & L trains,46334749536,unconfirmed,Julie,Brooklyn,Bushwick,40.70089,-73.93903,United States,US,True,strict,Private room,2003.0,$945 ,$189 ,1.0,33.0,6/28/2019
38842,Large private room in 2nd floor apartment.,45801087682,unconfirmed,Eric,Brooklyn,Bedford-Stuyvesant,40.67896,-73.90892,United States,US,False,flexible,Private room,2009.0,$75 ,$15 ,2.0,2.0,1/1/2019
38843,Cozy spacious studio close to Times Square,44881680775,verified,Ethan,Manhattan,Hell's Kitchen,40.76331,-73.99128,United States,US,True,moderate,Entire home/apt,2009.0,$585 ,$117 ,1.0,1.0,6/12/2019
38844,"Chic PENT HOUSE near LaGuardia airport, 30 to nyc.",92771376953,verified,Fatema,Queens,Ditmars Steinway,40.76711,-73.89367,United States,US,True,strict,Entire home/apt,2006.0,$748 ,$150 ,7.0,0.0,
38845,*Just right budget room :),60881646611,verified,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68059,-73.91372,United States,US,True,strict,Private room,2020.0,$328 ,$66 ,5.0,4.0,5/26/2019
38846,Bright 1BR Duplex - Welcome to Bed-Stuy!,39945750106,verified,Betsy,Brooklyn,Bedford-Stuyvesant,40.68181,-73.91811,United States,US,True,strict,Entire home/apt,2006.0,$536 ,$107 ,3.0,22.0,7/1/2019
38847,A Large Private Room in Greenpoint- 15 min to Manh,68948606071,verified,Erik,Brooklyn,Greenpoint,40.72325,-73.94911,United States,US,False,flexible,Private room,2016.0,$543 ,$109 ,1.0,29.0,5/30/2019
38848,Luxury Apartment in Midtown West,56624550738,unconfirmed,Jessica,Manhattan,Hell's Kitchen,40.75399,-73.99764,United States,US,True,strict,Entire home/apt,2004.0,$72 ,$14 ,2.0,14.0,5/26/2019
38849,Comfy Midtown East Getaway,26109148192,unconfirmed,Blake,Manhattan,Midtown,40.75893,-73.96751,United States,US,True,flexible,Entire home/apt,2018.0,$658 ,$132 ,4.0,1.0,6/3/2019
38850,Private room (Bee Room) in Bushwick Brownstone,66520102680,unconfirmed,Rob,Brooklyn,Bushwick,40.68426,-73.90793,United States,US,True,flexible,Private room,2003.0,$138 ,$28 ,1.0,5.0,5/7/2019
38851,Private room (Paris Room) in Bushwick Brownstone,31603093641,verified,Rob,Brooklyn,Bushwick,40.68583,-73.90985,United States,US,False,strict,Private room,2015.0,"$1,200 ",$240 ,1.0,10.0,5/6/2019
38852,BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE,96647294231,verified,Imade,Manhattan,East Village,40.72658,-73.98803,United States,US,False,strict,Private room,2013.0,"$1,181 ",$236 ,1.0,20.0,5/31/2019
38853,La Greka,18591854086,verified,Rubi,Brooklyn,Bedford-Stuyvesant,40.67992,-73.90943,United States,US,False,flexible,Private room,2009.0,$633 ,$127 ,14.0,0.0,
38854,Clean + Comfortable Bedroom in West Harlem,40258794017,unconfirmed,Dystini,Manhattan,Harlem,40.82631,-73.95201,United States,US,False,flexible,Private room,2014.0,$985 ,$197 ,1.0,3.0,5/26/2019
38855,"Lovely 2 BR Skyline View , 5 Min to Manhattan",60369950467,unconfirmed,Daniel,Queens,Long Island City,40.75256,-73.93671,United States,US,False,strict,Entire home/apt,2013.0,$168 ,$34 ,6.0,4.0,7/2/2019
38856,House of Stylez,92990834876,unconfirmed,Kazem,Brooklyn,Bedford-Stuyvesant,40.68525,-73.93159,United States,US,True,moderate,Private room,2012.0,"$1,199 ",$240 ,2.0,0.0,
38857,Great 1br near Prospect Park,4086497221,verified,Dan,Brooklyn,Flatbush,40.65332,-73.95778,United States,US,True,strict,Entire home/apt,2014.0,$90 ,$18 ,4.0,19.0,6/25/2019
38858,MANHATTAN Upper West LUXURY -- for  5. Free Parkng,27905536647,verified,Joe,Manhattan,Washington Heights,40.83547,-73.94207,United States,US,False,flexible,Entire home/apt,2014.0,"$1,172 ",$234 ,1.0,22.0,7/7/2019
38859,Private Room #2 in Brooklyn,729591498,unconfirmed,Carlos,Brooklyn,Bedford-Stuyvesant,40.69044,-73.92636,United States,US,False,moderate,Private room,2009.0,"$1,192 ",$238 ,3.0,10.0,6/26/2019
38860,Cozy room in Doormen/Elev. bldg by Grand Central,62925832478,unconfirmed,Eric,Manhattan,Midtown,40.75294,-73.97105,United States,US,False,moderate,Private room,2017.0,$434 ,$87 ,5.0,1.0,2/20/2019
38861,Aziza's Cosy Apartment,32077952701,unconfirmed,Aziza,Manhattan,Harlem,40.8206,-73.93779,United States,US,False,strict,Private room,2019.0,"$1,028 ",$206 ,5.0,1.0,1/2/2019
38862,Beautiful bedroom in a 3 bedroom apartment,35495037450,verified,Afrah,Brooklyn,Bushwick,40.69947,-73.92006,United States,US,False,moderate,Private room,2007.0,$637 ,$127 ,1.0,1.0,6/25/2019
38863,Private Room In Brooklyn Community House,72224491179,unconfirmed,Lionel,Brooklyn,Borough Park,40.6289,-73.97683,United States,US,True,moderate,Private room,2017.0,$692 ,$138 ,1.0,9.0,3/30/2019
38864,Cozy Brooklyn Bedroom - Close to Manhattan!,37031025713,verified,Bryan,Brooklyn,Greenpoint,40.7242,-73.94235,United States,US,False,flexible,Private room,2003.0,$299 ,$60 ,1.0,1.0,12/28/2018
38865,"Ideal UES 1BR w/ Doorman, near Central Park by Blueground",32991982690,unconfirmed,Blueground,Manhattan,Upper East Side,40.77135,-73.95035,United States,US,True,strict,Entire home/apt,2010.0,$920 ,$184 ,30.0,1.0,1/11/2019
38866,2 BR/2BA Modern Apt in Prime TriBeCa Location,23742942465,unconfirmed,Tram,Manhattan,Tribeca,40.7208,-74.01097,United States,US,False,strict,Entire home/apt,2017.0,$728 ,$146 ,4.0,0.0,
38867,"""Mi casa es su casa"" Welcome home",48258061593,verified,Leonardo,Brooklyn,Williamsburg,40.71043,-73.96505,United States,US,True,moderate,Private room,2020.0,"$1,029 ",$206 ,2.0,27.0,7/5/2019
38868,Nolita/SoHo! Location Share! Views! Elevator!,81718040347,unconfirmed,Claudia,Manhattan,Lower East Side,40.72065,-73.99282,United States,US,False,strict,Private room,2011.0,$473 ,$95 ,3.0,0.0,
38869,"Huge, Beautiful Apt perfect for Holidays in Harlem",26706390241,unconfirmed,Olivia,Manhattan,Harlem,40.81223,-73.94156,United States,US,True,flexible,Entire home/apt,2004.0,$568 ,$114 ,2.0,1.0,12/30/2018
38870,Studio in East Williamsburg - Steps to Subway,53170216916,verified,Nancy,Brooklyn,Williamsburg,40.70236,-73.94663,United States,US,True,moderate,Entire home/apt,2018.0,"$1,195 ",$239 ,14.0,1.0,1/18/2019
38871,Lou's Palace-So much for so little,55502607572,unconfirmed,Louann,Queens,Rosedale,40.65417,-73.74158,United States,US,False,moderate,Private room,2012.0,$684 ,$137 ,1.0,37.0,7/8/2019
38872,Lovely Aprt. 6 mins walk from Utica Av. Station,17274990574,unconfirmed,Obinna,Brooklyn,Crown Heights,40.67708,-73.92944,United States,US,False,moderate,Private room,2022.0,$203 ,$41 ,2.0,4.0,1/10/2019
38873,Bushwick Bedroom,23060502565,verified,Jonathan,Brooklyn,Bushwick,40.69456,-73.90714,United States,US,True,moderate,Private room,2018.0,$733 ,$147 ,2.0,7.0,5/31/2019
38874,Bright + cozy room in leafy Williamsburg apartment,28961277488,verified,Melissa,Brooklyn,Williamsburg,40.71239,-73.95419,United States,US,True,flexible,Private room,2008.0,"$1,126 ",$225 ,5.0,4.0,6/24/2019
38875,"Beautiful, comfortable 1bedroom in Hell's Kitchen!",44091939921,verified,Shannon,Manhattan,Hell's Kitchen,40.76602,-73.98766,United States,US,False,flexible,Entire home/apt,2011.0,$896 ,$179 ,2.0,4.0,6/22/2019
38876,Bed in a shared male room,78398448678,unconfirmed,Askhat,Brooklyn,Bedford-Stuyvesant,40.69218,-73.9439,United States,US,False,strict,Shared room,2010.0,"$1,076 ",$215 ,2.0,14.0,5/20/2019
38877,Queens Corner Lot,89670546309,verified,#NAME?,Queens,Queens Village,40.70524,-73.73349,United States,US,False,flexible,Entire home/apt,2016.0,$168 ,$34 ,1.0,51.0,7/7/2019
38878,South Harlem Share,1515675613,verified,Paul,Manhattan,Harlem,40.80306,-73.95508,United States,US,True,flexible,Private room,2018.0,"$1,056 ",$211 ,1.0,48.0,7/5/2019
38879,"New York City - East Village
Right in The Action!",12559568061,verified,Stephen,Manhattan,East Village,40.72579,-73.98301,United States,US,False,strict,Private room,2004.0,$120 ,$24 ,2.0,0.0,
38880,Cozy Room for the Holidays in the Heart of Astoria,47702409867,unconfirmed,Bruna,Queens,Astoria,40.76677,-73.91169,United States,US,False,moderate,Shared room,2017.0,$96 ,$19 ,5.0,0.0,
38881,"Cozy, bright Bohemian pad in NYC's Epic Village",25482609916,unconfirmed,Fryske,Manhattan,Greenwich Village,40.72792,-73.99877,United States,US,True,flexible,Entire home/apt,2019.0,$478 ,$96 ,5.0,3.0,6/4/2019
38882,Private Rooms in Brooklyn,69550998829,unconfirmed,Lana,Brooklyn,Bay Ridge,40.63234,-74.0231,United States,US,False,flexible,Private room,2011.0,$503 ,$101 ,14.0,3.0,1/18/2019
38883,"Cozy, spacious Studio located on Upper East Side",10815020348,unconfirmed,Nikki,Manhattan,Upper East Side,40.76782,-73.95918,United States,US,False,strict,Entire home/apt,2005.0,$756 ,$151 ,3.0,3.0,1/1/2019
38884,"Clean, Warm, and Comfortable !",86450922513,verified,Mr,Brooklyn,East Flatbush,40.66257,-73.92355,United States,US,False,flexible,Entire home/apt,2008.0,$614 ,$123 ,2.0,22.0,6/24/2019
38885,Charming Studio in the heart of West Village,26349816366,verified,Camellia,Manhattan,West Village,40.73563,-74.00659,United States,US,True,flexible,Entire home/apt,2008.0,$963 ,$193 ,1.0,3.0,1/1/2019
38886,Minimalist Studio in Central Downtown,9734308420,verified,Jaisy,Manhattan,Civic Center,40.71224,-74.00684,United States,US,False,strict,Entire home/apt,2018.0,"$1,189 ",$238 ,90.0,0.0,
38887,Time Square - DOUBLE DOUBLE ROOM,17184357587,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75472,-73.99713,United States,US,True,moderate,Private room,2006.0,$597 ,$119 ,1.0,17.0,4/16/2019
38888,Bright room in a newly renovated Apt in Brooklyn,14253165143,verified,Ruben And Will,Brooklyn,Crown Heights,40.6761,-73.93502,United States,US,True,flexible,Private room,2013.0,$104 ,$21 ,2.0,17.0,5/5/2019
38889,Room in a Magical Bowery Loft in Nolita,44849395406,verified,Matthew,Manhattan,Nolita,40.72316,-73.99329,United States,US,True,strict,Private room,2006.0,"$1,154 ",$231 ,7.0,0.0,
38890,BIG APPLE - SUNNY  DOUBLE DOUBLE,47271462887,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75508,-73.99696,United States,US,False,moderate,Private room,2010.0,$61 ,$12 ,1.0,10.0,6/10/2019
38891,Guest Room with 2 beds in Bayridge Brooklyn,33990551563,verified,Ahmed,Brooklyn,Fort Hamilton,40.61964,-74.02518,United States,US,False,moderate,Private room,2008.0,$441 ,$88 ,2.0,1.0,1/1/2019
38892,GOTHAM  - DOUBLE DOUBLE,45537983867,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75541,-73.99634,United States,US,True,flexible,Private room,2010.0,$523 ,$105 ,1.0,17.0,4/20/2019
38893,TIME SQ WEST- COZY DOUBLE DOUBLE,82141502140,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75523,-73.99709,United States,US,True,moderate,Private room,2012.0,"$1,028 ",$206 ,1.0,17.0,6/16/2019
38894,TIME SQ WEST-COZY KING ROOM,86437536219,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75659,-73.99867,United States,US,False,flexible,Private room,2020.0,$214 ,$43 ,1.0,20.0,5/27/2019
38895,Apartment in south Williamsburg,21005959959,verified,Masashi,Brooklyn,Williamsburg,40.71282,-73.95742,United States,US,True,moderate,Private room,2003.0,$515 ,$103 ,1.0,1.0,12/8/2018
38896,BIG APPLE - COMFY KING ROOM,87323482674,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75655,-73.9969,United States,US,True,moderate,Private room,2018.0,$330 ,$66 ,1.0,18.0,5/5/2019
38897,MANHATTAN WEST - SUNNY KING ROOM,2437312978,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.75505,-73.99811,United States,US,True,flexible,Private room,2008.0,$999 ,$200 ,1.0,16.0,5/30/2019
38898,MADISON SQ - COZY KING ROOM,46260096469,unconfirmed,Gabriel,Manhattan,Hell's Kitchen,40.7561,-73.99855,United States,US,True,flexible,Private room,2018.0,"$1,107 ",$221 ,1.0,13.0,5/1/2019
38899,"Beautifully lit, newly renovated bushwick home",58481568339,unconfirmed,Avijit,Brooklyn,Bushwick,40.69277,-73.92133,United States,US,False,flexible,Private room,2007.0,$354 ,$71 ,15.0,0.0,
38900,"Prime private room,  on bedford ave in a 2Bd apt",17128624809,unconfirmed,Dorit,Brooklyn,Williamsburg,40.71285,-73.96124,United States,US,True,strict,Private room,2008.0,$597 ,$119 ,20.0,2.0,5/27/2019
38901,Lux Condo RM near Manhattan & LGA! Laundry + GYM,40450595846,unconfirmed,Kazuya,Queens,Maspeth,40.74027,-73.90146,United States,US,True,flexible,Private room,2022.0,$196 ,$39 ,30.0,0.0,
38902,Magical Gramercy Apartment,91565767630,verified,Mya,Manhattan,Kips Bay,40.74022,-73.98003,United States,US,True,strict,Entire home/apt,2012.0,$629 ,$126 ,2.0,2.0,6/17/2019
38903,Comfortable sweet room near to JFK airport - 8min,50721552864,unconfirmed,Jose,Queens,Rosedale,40.65901,-73.7356,United States,US,True,moderate,Private room,2007.0,$297 ,$59 ,1.0,42.0,6/28/2019
38904,Beautiful large room Manhattan/Roosevelt Island,80220678158,unconfirmed,Dragomir,Manhattan,Roosevelt Island,40.7616,-73.95052,United States,US,False,flexible,Private room,2019.0,$636 ,$127 ,21.0,1.0,3/8/2019
38905,Spacious 1 Bedroom Brooklyn Apartment,7034534705,verified,Lucy,Brooklyn,Clinton Hill,40.68911,-73.96297,United States,US,True,strict,Entire home/apt,2019.0,$75 ,$15 ,3.0,1.0,1/1/2019
38906,"LXRY BLDG-next to Central Park, Times Sq,SLEEPS 5!",49771461584,unconfirmed,Jodi,Manhattan,Hell's Kitchen,40.76552,-73.98498,United States,US,True,moderate,Entire home/apt,2017.0,$223 ,$45 ,6.0,2.0,6/6/2019
38907,Clean apt for 5 close to the city & with free gym,67633180374,verified,Miriam,Brooklyn,Bushwick,40.68238,-73.90641,United States,US,False,strict,Entire home/apt,2008.0,$458 ,$92 ,2.0,3.0,7/1/2019
38908,Beautiful one bed in the best part of Brooklyn,16585886759,verified,Jonny,Brooklyn,Williamsburg,40.71972,-73.95705,United States,US,True,strict,Entire home/apt,2010.0,$436 ,$87 ,5.0,3.0,6/22/2019
38909,Clean apt for 3 close to the city & with free gym,25297976969,unconfirmed,Miriam,Brooklyn,Bushwick,40.68325,-73.90637,United States,US,True,flexible,Entire home/apt,2010.0,$570 ,$114 ,2.0,2.0,1/2/2019
38910,New York Highrise,24732860653,verified,Victoria,Manhattan,Greenwich Village,40.73293,-73.9946,United States,US,True,moderate,Private room,2020.0,$956 ,$191 ,1.0,2.0,12/31/2018
38911,Large Bedroom Next to Central Park,69172578998,unconfirmed,Chris,Manhattan,Upper West Side,40.79895,-73.96128,United States,US,False,flexible,Private room,2010.0,$181 ,$36 ,12.0,1.0,1/10/2019
38912,Newly built stylish retreat. A couple's haven...,43885290378,verified,Kazuya,Queens,Maspeth,40.73998,-73.90113,United States,US,True,strict,Private room,2020.0,"$1,154 ",$231 ,30.0,1.0,5/1/2019
38913,Garden apt for 4 near the city & with free gym,82071334378,unconfirmed,Miriam,Brooklyn,Bushwick,40.6821,-73.90694,United States,US,False,moderate,Entire home/apt,2008.0,"$1,165 ",$233 ,2.0,1.0,4/21/2019
38914,Gorgeous 2 bedroom condo with a Manhattan skyline,52277830080,unconfirmed,Anna,Queens,Long Island City,40.7409,-73.95506,United States,US,False,strict,Entire home/apt,2022.0,$971 ,$194 ,3.0,1.0,6/22/2019
38915,Charming 2 Bedroom in Park Slope,43283729322,unconfirmed,CASA Heidi,Brooklyn,Park Slope,40.67559,-73.97633,United States,US,True,moderate,Entire home/apt,2005.0,$349 ,$70 ,3.0,14.0,6/28/2019
38916,Super Sunny Room in Calm Bed-Stuy Apartment,57221125126,unconfirmed,Noelle,Brooklyn,Bedford-Stuyvesant,40.69043,-73.94288,United States,US,True,moderate,Private room,2007.0,$675 ,$135 ,3.0,3.0,5/18/2019
38917,"NY Penthouse in Midtown, Near everything Christmas",41003955445,unconfirmed,Maria,Manhattan,Hell's Kitchen,40.76726,-73.9901,United States,US,False,moderate,Entire home/apt,2004.0,$493 ,$99 ,4.0,1.0,1/1/2019
38918,The Halsey Treehouse,78295235994,unconfirmed,Helen,Brooklyn,Bushwick,40.69453,-73.90667,United States,US,True,moderate,Private room,2006.0,$577 ,$115 ,1.0,2.0,1/1/2019
38919,Fantastic sunny apartment and  10 Min to Manhattan,8706917620,verified,Abella,Brooklyn,Williamsburg,40.70809,-73.94913,United States,US,True,strict,Entire home/apt,2009.0,"$1,127 ",$225 ,1.0,35.0,7/4/2019
38920,Sky-luxury building 1b1b Main bedroom rental,24980079031,verified,Xiangjun,Manhattan,Hell's Kitchen,40.76243,-73.99901,United States,US,False,moderate,Private room,2020.0,$552 ,$110 ,1.0,3.0,5/29/2019
